id,R_RELAT,HHFAMINC,age_category,R_SEX,WORKER,TRPTRANS,TRAVDAY,time_of_day,WHYTRP1S
90000752141,7,9,5,1,2,20,1,35,5
90000752141,7,9,5,1,2,20,1,35,1
90000752142,1,9,5,2,2,20,1,21,5
90000752142,1,9,5,2,2,20,1,24,1
90000752151,7,11,4,2,2,3,3,19,3
90000752151,7,11,4,2,2,3,3,34,5
90000752151,7,11,4,2,2,3,3,37,1
90000752152,1,11,5,1,2,3,3,19,3
90000752152,1,11,5,1,2,3,3,34,5
90000752152,1,11,5,1,2,3,3,37,1
90000752191,7,8,5,1,1,1,5,19,2
90000752191,7,8,5,1,1,1,5,42,1
90000752211,7,7,3,1,1,1,6,14,2
90000752211,7,7,3,1,1,1,6,31,1
90000752212,1,7,3,2,1,3,6,15,5
90000752231,7,6,4,1,1,18,1,5,1
90000752231,7,6,4,1,1,18,1,29,2
90000752252,6,1,3,1,1,1,2,18,5
90000752252,6,1,3,1,1,20,2,43,5
90000752341,7,6,4,1,1,1,7,26,5
90000752451,7,6,4,2,2,3,3,18,5
90000752451,7,6,4,2,2,3,3,20,3
90000752451,7,6,4,2,2,3,3,21,1
90000752452,1,6,4,1,1,4,3,16,2
90000752452,1,6,4,1,1,4,3,38,2
90000752452,1,6,4,1,1,4,3,38,1
90000752452,1,6,4,1,1,4,3,41,5
90000752452,1,6,4,1,1,4,3,42,1
90000752453,2,6,3,1,1,20,3,28,2
90000752453,2,6,3,1,1,20,3,42,1
90000752541,7,8,5,1,2,3,5,32,1
90000752542,1,8,5,2,2,3,5,32,3
90000752542,1,8,5,2,2,3,5,33,1
90000752852,1,7,5,2,1,2,4,24,5
90000752852,1,7,5,2,1,2,4,32,1
90000752881,7,11,4,1,1,3,5,17,2
90000752881,7,11,4,1,1,3,5,37,1
90000752961,7,7,4,2,1,3,2,26,3
90000752961,7,7,4,2,1,3,2,26,1
90000752961,7,7,4,2,1,3,2,35,5
90000752961,7,7,4,2,1,3,2,40,1
90000753601,7,7,4,1,1,1,3,14,2
90000753601,7,7,4,1,1,1,3,33,1
90000753611,7,6,5,2,2,1,4,29,5
90000753611,7,6,5,2,2,1,4,32,3
90000753611,7,6,5,2,2,1,4,33,1
90000753921,7,11,4,1,1,3,4,20,1
90000753921,7,11,4,1,1,3,4,21,5
90000753921,7,11,4,1,1,3,4,24,1
90000753921,7,11,4,1,1,3,4,25,5
90000753921,7,11,4,1,1,3,4,26,5
90000753921,7,11,4,1,1,3,4,27,5
90000753921,7,11,4,1,1,3,4,28,1
90000753921,7,11,4,1,1,3,4,36,4
90000753921,7,11,4,1,1,3,4,39,5
90000753921,7,11,4,1,1,3,4,41,1
